Date,N1,N2,N3,N4,N5,E1,E2,Winner,Gain
2006-10-11,17,35,40,28,30,3,5,0,0
2006-10-11,39,5,37,1,17,10,7,0,0
2006-10-11,36,5,2,3,7,7,8,0,0
2006-10-13,2,32,38,41,25,5,3,0,82724345
2006-10-13,19,28,13,17,41,1,5,0,0
2006-10-13,38,25,44,25,13,10,11,0,0
2006-10-13,44,27,45,1,35,5,2,0,0
2006-10-13,22,25,30,39,45,3,11,0,0
2006-10-20,10,34,47,19,45,6,3,0,96837646
2006-10-20,12,26,25,37,1,8,11,0,0
2006-10-20,12,39,13,31,40,8,7,0,0
2006-10-20,37,20,22,2,9,5,3,0,0
2006-10-20,27,45,9,29,26,4,11,0,0
2006-10-27,3,50,44,4,8,8,7,0,113230830
2006-10-27,37,3,15,6,39,7,4,0,0
2006-10-27,26,48,3,22,24,8,4,0,0
2006-10-27,47,36,27,35,22,8,7,0,0
2006-10-27,37,42,13,12,2,9,8,0,0
2006-11-08,47,31,46,28,27,5,2,0,35197614
2006-11-08,43,49,48,22,1,9,4,0,0
2006-11-08,29,41,24,13,34,1,3,0,0
2006-11-08,3,8,11,46,14,11,6,0,0
2006-11-08,33,46,23,16,44,8,9,0,0
2006-11-17,36,12,33,22,32,2,6,0,183109057
2006-11-17,43,33,29,43,28,5,4,0,0
2006-11-17,41,46,27,15,31,10,6,0,0
2006-11-17,47,12,27,5,18,4,1,0,0
2006-11-17,38,25,49,31,41,6,10,0,0
2006-11-24,8,5,40,25,17,5,1,2,15000000
2006-11-24,49,14,21,12,26,7,4,0,0
2006-11-24,23,8,6,29,10,7,10,0,0
2006-11-24,21,47,43,22,26,5,7,0,0
2006-11-24,31,33,48,7,43,3,11,0,0
2006-12-05,23,5,20,34,50,1,5,2,25640375
2006-12-05,38,28,1,18,24,7,4,0,0
2006-12-05,42,3,2,21,29,4,8,0,0
2006-12-05,39,38,16,36,11,3,11,0,0
2006-12-05,2,14,37,32,38,3,9,0,0
2006-12-15,35,37,9,42,23,3,7,0,39640847
2006-12-15,36,46,36,49,17,11,4,0,0
2006-12-15,11,33,47,48,13,10,4,0,0
2006-12-15,35,38,5,12,34,11,7,0,0
2006-12-15,34,33,6,23,28,3,7,0,0
2006-12-22,20,11,43,9,38,2,3,0,53119776
2006-12-22,46,20,7,44,28,1,8,0,0
2006-12-22,46,4,36,6,4,4,8,0,0
2006-12-22,30,10,2,44,26,10,8,0,0
2006-12-22,20,44,18,36,19,1,4,0,0
2006-12-29,14,9,6,13,35,3,4,0,66983488
2006-12-29,3,16,12,39,5,1,10,0,0
2006-12-29,22,2,19,18,46,2,1,0,0
2006-12-29,20,5,23,44,45,6,5,0,0
2006-12-29,33,22,47,7,36,5,3,0,0
2007-01-06,22,41,42,37,6,6,9,1,15000000
2007-01-06,32,19,44,21,22,6,4,0,0
2007-01-06,7,23,34,3,26,2,6,0,0
2007-01-06,30,1,45,13,23,4,5,0,0
2007-01-06,42,3,45,4,5,4,8,0,0
2007-01-19,27,5,13,33,42,4,2,1,15000000
2007-01-19,33,34,29,1,30,9,2,0,0
2007-01-19,34,24,49,40,46,1,11,0,0
2007-01-19,40,19,40,48,8,5,9,0,0
2007-01-19,30,7,40,41,25,7,2,0,0
2007-01-26,38,11,23,15,30,4,9,0,15000000
2007-01-26,42,25,48,43,18,1,2,0,0
2007-01-26,29,44,47,7,12,1,11,0,0
2007-01-26,48,26,3,19,20,9,7,0,0
2007-01-26,26,34,24,48,1,4,10,0,0
2007-02-02,36,14,27,23,30,1,6,1,27173863
2007-02-02,26,39,24,49,11,10,11,0,0
2007-02-02,9,30,33,19,13,5,9,0,0
2007-02-02,5,6,49,8,40,8,2,0,0
2007-02-02,6,42,7,43,4,6,5,0,0
2007-02-03,3,16,48,34,38,8,5,2,42201702
2007-02-03,49,17,48,15,49,6,2,0,0
2007-02-03,8,5,33,28,17,7,3,0,0
2007-02-03,37,16,45,29,8,9,8,0,0
2007-02-03,5,32,10,45,40,4,6,0,0
2007-02-11,40,16,3,19,18,2,1,1,41136124
2007-02-11,11,13,36,3,45,3,6,0,0
2007-02-11,25,23,45,25,33,11,7,0,0
2007-02-11,33,49,38,45,11,2,8,0,0
2007-02-11,11,29,10,40,26,2,1,0,0
2007-02-16,19,39,20,50,8,6,9,0,15000000
2007-02-16,41,27,47,31,21,9,6,0,0
2007-02-16,36,7,9,43,22,8,11,0,0
2007-02-16,5,14,27,22,15,7,8,0,0
2007-02-16,45,4,21,19,49,3,2,0,0
2007-02-23,20,2,22,18,15,5,2,0,28224030
2007-02-23,45,14,45,16,1,10,6,0,0
2007-02-23,38,6,10,38,36,8,9,0,0
2007-02-23,2,13,28,18,37,5,7,0,0
2007-02-23,42,10,26,22,24,5,10,0,0
2007-03-08,41,33,37,30,10,1,8,0,39185012
2007-03-08,48,22,3,19,10,10,5,0,0
2007-03-08,29,45,31,38,35,1,4,0,0
2007-03-08,3,8,41,12,29,8,5,0,0
2007-03-08,5,24,22,32,31,1,3,0,0
2007-03-16,45,4,31,49,14,9,4,0,27699321
2007-03-16,17,29,32,38,11,4,3,0,0
2007-03-16,18,48,39,20,28,3,11,0,0
2007-03-16,38,4,14,37,1,10,4,0,0
2007-03-16,12,41,4,42,15,7,9,0,0
2007-03-23,43,17,5,40,13,3,1,1,41023864
2007-03-23,47,1,27,22,2,4,3,0,0
2007-03-23,37,41,43,8,7,7,6,0,0
2007-03-23,23,22,42,36,31,9,2,0,0
2007-03-23,17,4,37,15,6,6,8,0,0
2007-03-30,19,9,46,17,41,1,8,0,15000000
2007-03-30,3,31,26,34,14,4,7,0,0
2007-03-30,2,7,32,31,13,7,1,0,0
2007-03-30,41,30,23,5,39,9,11,0,0
2007-03-30,14,6,42,15,9,7,5,0,0
2007-04-05,17,41,35,6,45,1,5,0,39605256
2007-04-05,41,5,35,27,24,2,4,0,0
2007-04-05,28,47,49,32,34,6,4,0,0
2007-04-05,24,30,5,35,6,11,6,0,0
2007-04-05,17,23,33,12,35,7,2,0,0
2007-04-13,20,41,38,7,25,3,7,1,15000000
2007-04-13,38,23,38,42,48,8,4,0,0
2007-04-13,36,31,2,29,8,9,6,0,0
2007-04-13,26,12,4,9,15,9,4,0,0
2007-04-13,2,9,10,17,20,9,11,0,0
2007-04-20,41,26,32,45,23,3,7,0,15000000
2007-04-20,30,17,27,24,9,7,2,0,0
2007-04-20,49,20,43,31,6,6,3,0,0
2007-04-20,2,6,21,8,26,8,9,0,0
2007-04-20,43,31,29,36,18,7,4,0,0
2007-04-27,44,18,7,36,27,1,2,0,26851565
2007-04-27,14,11,20,6,43,10,11,0,0
2007-04-27,42,25,32,4,12,8,2,0,0
2007-04-27,1,7,29,19,27,3,2,0,0
2007-04-27,34,9,30,34,7,2,3,0,0
2007-05-01,17,45,36,29,19,6,5,2,78312155
2007-05-01,10,49,35,14,29,4,10,0,0
2007-05-01,2,44,15,40,16,8,3,0,0
2007-05-01,16,13,20,18,15,3,11,0,0
2007-05-01,6,26,12,22,18,1,4,0,0
2007-05-10,20,27,35,44,11,5,2,5,15000000
2007-05-10,28,39,3,15,5,11,9,0,0
2007-05-10,5,19,20,29,11,11,8,0,0
2007-05-10,23,40,5,24,13,3,2,0,0
2007-05-10,42,47,6,17,11,9,4,0,0
2007-05-18,49,37,34,26,39,2,6,1,15000000
2007-05-18,42,8,15,17,22,4,6,0,0
2007-05-18,25,40,5,23,2,10,3,0,0
2007-05-18,15,29,48,27,35,7,9,0,0
2007-05-18,22,9,23,49,6,4,11,0,0
2007-05-25,49,26,50,29,25,8,7,1,15000000
2007-05-25,37,13,28,33,21,4,10,0,0
2007-05-25,3,12,49,29,44,11,4,0,0
2007-05-25,31,43,29,16,47,1,5,0,0
2007-05-25,28,39,7,24,26,10,2,0,0
2007-06-04,41,48,29,23,15,6,3,1,26945909
2007-06-04,45,5,18,21,46,5,7,0,0
2007-06-04,30,38,17,32,6,11,10,0,0
2007-06-04,48,41,45,16,12,10,7,0,0
2007-06-04,18,43,23,37,40,8,10,0,0
2007-06-07,39,41,4,19,5,9,8,0,39898280
2007-06-07,39,34,23,32,18,10,1,0,0
2007-06-07,20,15,43,24,25,11,2,0,0
2007-06-07,21,4,17,32,6,6,9,0,0
2007-06-07,46,48,25,41,6,3,11,0,0
2007-06-15,5,14,40,7,21,3,8,1,26938896
2007-06-15,48,22,42,14,7,11,2,0,0
2007-06-15,27,26,38,20,40,11,6,0,0
2007-06-15,35,21,49,23,6,6,7,0,0
2007-06-15,23,14,25,32,27,4,5,0,0
2007-06-22,22,17,16,11,34,5,6,0,15000000
2007-06-22,38,36,28,21,11,8,10,0,0
2007-06-22,38,43,4,39,1,1,3,0,0
2007-06-22,14,47,15,6,32,3,6,0,0
2007-06-22,36,25,20,2,42,4,3,0,0
2007-06-29,28,8,33,45,12,1,3,0,26816658
2007-06-29,28,17,19,37,30,3,9,0,0
2007-06-29,24,36,14,11,4,6,4,0,0
2007-06-29,1,46,9,6,18,6,9,0,0
2007-06-29,37,3,34,1,26,9,2,0,0
2007-07-09,42,3,34,2,33,5,3,1,15000000
2007-07-09,36,7,1,33,17,11,2,0,0
2007-07-09,6,34,4,24,47,7,9,0,0
2007-07-09,8,25,3,18,31,11,4,0,0
2007-07-09,8,25,11,34,27,7,8,0,0
2007-07-12,48,43,4,2,32,1,7,1,27552424
2007-07-12,15,42,23,19,21,11,8,0,0
2007-07-12,13,27,18,34,20,9,7,0,0
2007-07-12,2,18,28,35,45,4,5,0,0
2007-07-12,43,38,43,28,15,1,7,0,0
2007-07-13,13,9,31,15,48,6,3,1,56945074
2007-07-13,30,15,43,42,1,7,9,0,0
2007-07-13,19,17,47,40,2,7,2,0,0
2007-07-13,13,14,48,32,42,3,11,0,0
2007-07-13,20,24,32,34,15,9,10,0,0
2007-07-20,50,26,10,21,25,9,4,0,15000000
2007-07-20,28,33,39,25,49,1,10,0,0
2007-07-20,24,35,1,12,23,1,6,0,0
2007-07-20,7,2,10,31,3,4,7,0,0
2007-07-20,18,10,32,13,6,5,3,0,0
2007-07-27,4,29,21,1,41,8,7,0,27731341
2007-07-27,9,46,49,46,11,5,9,0,0
2007-07-27,43,37,28,4,34,7,4,0,0
2007-07-27,41,22,48,36,39,9,6,0,0
2007-07-27,38,10,26,11,25,6,2,0,0
2007-08-06,15,17,25,45,1,8,2,0,15000000
2007-08-06,48,33,3,2,24,3,8,0,0
2007-08-06,39,8,39,2,21,3,10,0,0
2007-08-06,22,26,15,19,49,8,9,0,0
2007-08-06,37,7,19,28,32,3,4,0,0
2007-08-17,2,13,42,3,38,7,8,0,15000000
2007-08-17,46,9,22,36,47,6,1,0,0
2007-08-17,18,35,13,2,45,6,11,0,0
2007-08-17,5,23,46,6,16,3,7,0,0
2007-08-17,7,23,44,41,38,1,9,0,0
2007-08-24,16,3,42,1,48,2,3,0,26677818
2007-08-24,30,5,18,12,14,11,6,0,0
2007-08-24,19,36,10,22,46,5,3,0,0
2007-08-24,8,14,1,26,27,8,10,0,0
2007-08-24,1,12,47,11,33,7,5,0,0
2007-08-31,22,37,23,18,6,6,5,1,39496528
2007-08-31,30,6,8,27,36,10,8,0,0
2007-08-31,16,22,8,17,3,2,6,0,0
2007-08-31,36,12,3,33,4,1,10,0,0
2007-08-31,7,5,26,41,40,11,1,0,0
2007-09-02,36,16,46,30,14,8,2,1,100000000
2007-09-02,44,6,4,38,34,6,3,0,0
2007-09-02,41,16,39,1,8,11,9,0,0
2007-09-02,43,2,41,25,11,11,7,0,0
2007-09-02,34,43,31,49,16,11,1,0,0
2007-09-03,43,25,3,2,48,9,6,0,15000000
2007-09-03,41,12,45,13,14,3,8,0,0
2007-09-03,14,25,17,42,21,10,4,0,0
